,palsa_percentage
759_72_2525_2013_crop_95,3.75
759_72_2525_2013_crop_105,0.25
759_72_2525_2013_crop_106,0.25
759_72_2525_2013_crop_117,5.75
759_72_2525_2013_crop_118,0.5
759_72_2525_2013_crop_129,1.25
759_72_2525_2013_crop_143,0.75
759_72_2525_2013_negcrop_0,0.0
759_72_2525_2013_negcrop_1,0.0
759_72_2525_2013_negcrop_2,0.0
759_72_2525_2013_negcrop_3,0.0
759_72_2525_2013_negcrop_4,0.0
759_72_2525_2013_negcrop_5,0.0
759_72_2525_2013_negcrop_6,0.0
759_72_2525_2013_negcrop_7,0.0
759_72_2525_2013_negcrop_8,0.0
759_72_2525_2013_negcrop_9,0.0
759_72_2525_2013_negcrop_10,0.0
759_72_2525_2013_negcrop_11,0.0
759_72_2525_2013_negcrop_12,0.0
759_72_2525_2013_negcrop_13,0.0
759_72_2525_2013_negcrop_14,0.0
759_72_2525_2013_negcrop_15,0.0
759_72_2525_2013_negcrop_16,0.0
759_72_2525_2013_negcrop_17,0.0
759_72_2525_2013_negcrop_18,0.0
759_72_2525_2013_negcrop_19,0.0
759_72_2525_2013_negcrop_20,0.0
759_72_2525_2013_negcrop_21,0.0
759_72_2525_2013_negcrop_22,0.0
759_72_2525_2013_negcrop_23,0.0
759_72_2525_2013_negcrop_24,0.0
759_72_2525_2013_crop_9_aug,0.0
759_72_2525_2013_crop_21_aug,2.25
759_72_2525_2013_crop_22_aug,0.0
759_72_2525_2013_crop_30_aug,4.5
759_72_2525_2013_crop_31_aug,0.75
759_72_2525_2013_crop_33_aug,8.75
759_72_2525_2013_crop_34_aug,0.0
759_72_2525_2013_crop_41_aug,0.5
759_72_2525_2013_crop_42_aug,3.0
759_72_2525_2013_crop_43_aug,0.25
759_72_2525_2013_crop_45_aug,0.0
759_72_2525_2013_crop_47_aug,0.25
759_72_2525_2013_crop_61_aug,0.5
759_72_2525_2013_crop_70_aug,0.0
759_72_2525_2013_crop_73_aug,0.75
759_72_2525_2013_crop_82_aug,0.0
759_72_2525_2013_crop_93_aug,0.0
759_72_2525_2013_crop_94_aug,5.5
759_72_2525_2013_crop_95_aug,3.75
759_72_2525_2013_crop_105_aug,0.25
759_72_2525_2013_crop_106_aug,0.25
759_72_2525_2013_crop_117_aug,5.75
759_72_2525_2013_crop_118_aug,0.5
759_72_2525_2013_crop_129_aug,1.25
759_72_2525_2013_crop_143_aug,0.75
754_67_7575_2015_crop_35,0.25
754_67_7575_2015_crop_46,0.0
754_67_7575_2015_crop_47,10.25
754_67_7575_2015_crop_48,12.25
754_67_7575_2015_crop_49,2.25
754_67_7575_2015_crop_60,3.0
754_67_7575_2015_crop_61,2.25
754_67_7575_2015_crop_62,1.75
754_67_7575_2015_crop_63,3.75
754_67_7575_2015_crop_72,1.5
754_67_7575_2015_crop_73,0.0
754_67_7575_2015_crop_74,1.5
754_67_7575_2015_crop_75,0.75
754_67_7575_2015_crop_76,0.25
754_67_7575_2015_crop_84,1.0
754_67_7575_2015_crop_85,2.0
754_67_7575_2015_crop_86,2.25
754_67_7575_2015_crop_88,1.0
754_67_7575_2015_crop_96,2.5
754_67_7575_2015_negcrop_0,0.0
754_67_7575_2015_negcrop_1,0.0
754_67_7575_2015_negcrop_2,0.0
754_67_7575_2015_negcrop_3,0.0
754_67_7575_2015_negcrop_4,0.0
754_67_7575_2015_negcrop_5,0.0
754_67_7575_2015_negcrop_6,0.0
754_67_7575_2015_negcrop_7,0.0
754_67_7575_2015_negcrop_8,0.0
754_67_7575_2015_negcrop_9,0.0
754_67_7575_2015_negcrop_10,0.0
754_67_7575_2015_negcrop_11,0.0
754_67_7575_2015_negcrop_12,0.0
754_67_7575_2015_negcrop_13,0.0
754_67_7575_2015_negcrop_14,0.0
754_67_7575_2015_negcrop_15,0.0
754_67_7575_2015_negcrop_16,0.0
754_67_7575_2015_negcrop_17,0.0
754_67_7575_2015_negcrop_18,0.0
754_67_7575_2015_crop_35_aug,0.25
754_67_7575_2015_crop_46_aug,0.0
754_67_7575_2015_crop_47_aug,10.25
754_67_7575_2015_crop_48_aug,12.25
754_67_7575_2015_crop_49_aug,2.25
754_67_7575_2015_crop_60_aug,3.0
754_67_7575_2015_crop_61_aug,2.25
754_67_7575_2015_crop_62_aug,1.75
754_67_7575_2015_crop_63_aug,3.75
754_67_7575_2015_crop_72_aug,1.5
754_67_7575_2015_crop_73_aug,0.0
754_67_7575_2015_crop_74_aug,1.5
754_67_7575_2015_crop_75_aug,0.75
754_67_7575_2015_crop_76_aug,0.25
754_67_7575_2015_crop_84_aug,1.0
754_67_7575_2015_crop_85_aug,2.0
754_67_7575_2015_crop_86_aug,2.25
754_67_7575_2015_crop_88_aug,1.0
754_67_7575_2015_crop_96_aug,2.5
764_71_2550_2018_crop_1,14.25
764_71_2550_2018_crop_2,13.75
764_71_2550_2018_crop_3,12.25
764_71_2550_2018_crop_4,0.5
764_71_2550_2018_crop_12,4.75
764_71_2550_2018_crop_13,13.25
764_71_2550_2018_crop_14,3.5
764_71_2550_2018_crop_15,0.75
764_71_2550_2018_crop_24,28.0
764_71_2550_2018_crop_25,29.0
764_71_2550_2018_crop_26,10.5
764_71_2550_2018_crop_27,1.5
764_71_2550_2018_crop_36,7.75
764_71_2550_2018_crop_37,4.5
764_71_2550_2018_crop_38,7.0
764_71_2550_2018_crop_39,13.0
764_71_2550_2018_crop_40,8.75
764_71_2550_2018_crop_48,4.75
764_71_2550_2018_crop_49,0.75
764_71_2550_2018_crop_50,20.5
764_71_2550_2018_crop_51,0.75
764_71_2550_2018_crop_60,21.75
764_71_2550_2018_crop_61,10.75
764_71_2550_2018_crop_62,6.0
764_71_2550_2018_crop_72,6.0
764_71_2550_2018_crop_73,2.0
764_71_2550_2018_crop_109,5.0
764_71_2550_2018_crop_110,7.75
764_71_2550_2018_negcrop_0,0.0
764_71_2550_2018_negcrop_1,0.0
764_71_2550_2018_negcrop_2,0.0
764_71_2550_2018_negcrop_3,0.0
764_71_2550_2018_negcrop_4,0.0
764_71_2550_2018_negcrop_5,0.0
764_71_2550_2018_negcrop_6,0.0
764_71_2550_2018_negcrop_7,0.0
764_71_2550_2018_negcrop_8,0.0
764_71_2550_2018_negcrop_9,0.0
764_71_2550_2018_negcrop_10,0.0
764_71_2550_2018_negcrop_11,0.0
764_71_2550_2018_negcrop_12,0.0
764_71_2550_2018_negcrop_13,0.0
764_71_2550_2018_negcrop_14,0.0
764_71_2550_2018_negcrop_15,0.0
764_71_2550_2018_negcrop_16,0.0
764_71_2550_2018_negcrop_17,0.0
764_71_2550_2018_negcrop_18,0.0
764_71_2550_2018_negcrop_19,0.0
764_71_2550_2018_negcrop_20,0.0
764_71_2550_2018_negcrop_21,0.0
764_71_2550_2018_negcrop_22,0.0
764_71_2550_2018_negcrop_23,0.0
764_71_2550_2018_negcrop_24,0.0
764_71_2550_2018_negcrop_25,0.0
764_71_2550_2018_negcrop_26,0.0
764_71_2550_2018_negcrop_27,0.0
764_71_2550_2018_crop_1_aug,14.25
764_71_2550_2018_crop_2_aug,13.75
764_71_2550_2018_crop_3_aug,12.25
764_71_2550_2018_crop_4_aug,0.5
764_71_2550_2018_crop_12_aug,4.75
764_71_2550_2018_crop_13_aug,13.25
764_71_2550_2018_crop_14_aug,3.5
764_71_2550_2018_crop_15_aug,0.75
764_71_2550_2018_crop_24_aug,28.0
764_71_2550_2018_crop_25_aug,29.0
764_71_2550_2018_crop_26_aug,10.5
764_71_2550_2018_crop_27_aug,1.5
764_71_2550_2018_crop_36_aug,7.75
764_71_2550_2018_crop_37_aug,4.5
764_71_2550_2018_crop_38_aug,7.0
764_71_2550_2018_crop_39_aug,13.0
764_71_2550_2018_crop_40_aug,8.75
764_71_2550_2018_crop_48_aug,4.75
764_71_2550_2018_crop_49_aug,0.75
764_71_2550_2018_crop_50_aug,20.5
764_71_2550_2018_crop_51_aug,0.75
764_71_2550_2018_crop_60_aug,21.75
764_71_2550_2018_crop_61_aug,10.75
764_71_2550_2018_crop_62_aug,6.0
764_71_2550_2018_crop_72_aug,6.0
764_71_2550_2018_crop_73_aug,2.0
764_71_2550_2018_crop_109_aug,5.0
764_71_2550_2018_crop_110_aug,7.75
754_69_2500_2015_crop_132,0.0
754_69_2500_2015_crop_135,0.25
754_69_2500_2015_negcrop_0,0.0
754_69_2500_2015_negcrop_1,0.0
754_69_2500_2015_crop_132_aug,0.0
754_69_2500_2015_crop_135_aug,0.25
762_74_0025_2018_crop_18,0.5
762_74_0025_2018_crop_25,0.5
762_74_0025_2018_crop_30,6.0
762_74_0025_2018_crop_33,3.25
762_74_0025_2018_crop_36,0.25
762_74_0025_2018_crop_45,13.75
762_74_0025_2018_crop_46,0.75
762_74_0025_2018_crop_47,0.0
762_74_0025_2018_negcrop_0,0.0
762_74_0025_2018_negcrop_1,0.0
762_74_0025_2018_negcrop_2,0.0
762_74_0025_2018_negcrop_3,0.0
762_74_0025_2018_negcrop_4,0.0
762_74_0025_2018_negcrop_5,0.0
762_74_0025_2018_negcrop_6,0.0
762_74_0025_2018_negcrop_7,0.0
762_74_0025_2018_crop_18_aug,0.5
762_74_0025_2018_crop_25_aug,0.5
762_74_0025_2018_crop_30_aug,6.0
762_74_0025_2018_crop_33_aug,3.25
762_74_0025_2018_crop_36_aug,0.25
762_74_0025_2018_crop_45_aug,13.75
762_74_0025_2018_crop_46_aug,0.75
762_74_0025_2018_crop_47_aug,0.0
760_75_0000_2015_crop_113,0.75
760_75_0000_2015_crop_114,3.5
760_75_0000_2015_crop_116,0.75
760_75_0000_2015_crop_125,4.75
760_75_0000_2015_crop_126,15.5
760_75_0000_2015_crop_127,9.5
760_75_0000_2015_crop_128,6.75
760_75_0000_2015_crop_132,2.75
760_75_0000_2015_crop_138,12.25
760_75_0000_2015_crop_139,11.5
760_75_0000_2015_negcrop_0,0.0
760_75_0000_2015_negcrop_1,0.0
760_75_0000_2015_negcrop_2,0.0
760_75_0000_2015_negcrop_3,0.0
760_75_0000_2015_negcrop_4,0.0
760_75_0000_2015_negcrop_5,0.0
760_75_0000_2015_negcrop_6,0.0
760_75_0000_2015_negcrop_7,0.0
760_75_0000_2015_negcrop_8,0.0
760_75_0000_2015_negcrop_9,0.0
760_75_0000_2015_crop_113_aug,0.75
760_75_0000_2015_crop_114_aug,3.5
760_75_0000_2015_crop_116_aug,0.75
760_75_0000_2015_crop_125_aug,4.75
760_75_0000_2015_crop_126_aug,15.5
760_75_0000_2015_crop_127_aug,9.5
760_75_0000_2015_crop_128_aug,6.75
760_75_0000_2015_crop_132_aug,2.75
760_75_0000_2015_crop_138_aug,12.25
760_75_0000_2015_crop_139_aug,11.5
763_75_5075_2015_crop_10,0.0
763_75_5075_2015_crop_11,0.0
763_75_5075_2015_crop_32,0.5
763_75_5075_2015_crop_33,0.5
763_75_5075_2015_crop_44,2.25
763_75_5075_2015_crop_45,19.0
763_75_5075_2015_crop_56,7.5
763_75_5075_2015_crop_57,35.25
763_75_5075_2015_crop_69,2.25
763_75_5075_2015_crop_70,11.75
763_75_5075_2015_crop_127,0.5
763_75_5075_2015_negcrop_0,0.0
763_75_5075_2015_negcrop_1,0.0
763_75_5075_2015_negcrop_2,0.0
763_75_5075_2015_negcrop_3,0.0
763_75_5075_2015_negcrop_4,0.0
763_75_5075_2015_negcrop_5,0.0
763_75_5075_2015_negcrop_6,0.0
763_75_5075_2015_negcrop_7,0.0
763_75_5075_2015_negcrop_8,0.0
763_75_5075_2015_negcrop_9,0.0
763_75_5075_2015_negcrop_10,0.0
763_75_5075_2015_crop_10_aug,0.0
763_75_5075_2015_crop_11_aug,0.0
763_75_5075_2015_crop_32_aug,0.5
763_75_5075_2015_crop_33_aug,0.5
763_75_5075_2015_crop_44_aug,2.25
763_75_5075_2015_crop_45_aug,19.0
763_75_5075_2015_crop_56_aug,7.5
763_75_5075_2015_crop_57_aug,35.25
763_75_5075_2015_crop_69_aug,2.25
763_75_5075_2015_crop_70_aug,11.75
763_75_5075_2015_crop_127_aug,0.5
749_68_2550_2014_crop_122,0.0
749_68_2550_2014_crop_125,2.0
749_68_2550_2014_crop_126,2.75
749_68_2550_2014_crop_128,0.0
749_68_2550_2014_crop_130,2.5
749_68_2550_2014_crop_131,5.0
749_68_2550_2014_crop_137,0.0
749_68_2550_2014_crop_138,2.0
749_68_2550_2014_crop_139,0.75
749_68_2550_2014_crop_140,0.5
749_68_2550_2014_crop_143,3.25
749_68_2550_2014_negcrop_0,0.0
749_68_2550_2014_negcrop_1,0.0
749_68_2550_2014_negcrop_2,0.0
749_68_2550_2014_negcrop_3,0.0
749_68_2550_2014_negcrop_4,0.0
749_68_2550_2014_negcrop_5,0.0
749_68_2550_2014_negcrop_6,0.0
749_68_2550_2014_negcrop_7,0.0
749_68_2550_2014_negcrop_8,0.0
749_68_2550_2014_negcrop_9,0.0
749_68_2550_2014_negcrop_10,0.0
749_68_2550_2014_crop_122_aug,0.0
749_68_2550_2014_crop_125_aug,2.0
749_68_2550_2014_crop_126_aug,2.75
749_68_2550_2014_crop_128_aug,0.0
749_68_2550_2014_crop_130_aug,2.5
749_68_2550_2014_crop_131_aug,5.0
749_68_2550_2014_crop_137_aug,0.0
749_68_2550_2014_crop_138_aug,2.0
749_68_2550_2014_crop_139_aug,0.75
749_68_2550_2014_crop_140_aug,0.5
749_68_2550_2014_crop_143_aug,3.25
758_74_5050_2013_crop_84,1.25
758_74_5050_2013_crop_123,0.25
758_74_5050_2013_crop_124,1.0
758_74_5050_2013_crop_125,0.5
758_74_5050_2013_crop_133,0.75
758_74_5050_2013_crop_134,0.5
758_74_5050_2013_crop_136,0.25
758_74_5050_2013_negcrop_0,0.0
758_74_5050_2013_negcrop_1,0.0
758_74_5050_2013_negcrop_2,0.0
758_74_5050_2013_negcrop_3,0.0
758_74_5050_2013_negcrop_4,0.0
758_74_5050_2013_negcrop_5,0.0
758_74_5050_2013_negcrop_6,0.0
758_74_5050_2013_crop_84_aug,1.25
758_74_5050_2013_crop_123_aug,0.25
758_74_5050_2013_crop_124_aug,1.0
758_74_5050_2013_crop_125_aug,0.5
758_74_5050_2013_crop_133_aug,0.75
758_74_5050_2013_crop_134_aug,0.5
758_74_5050_2013_crop_136_aug,0.25
758_74_0050_2013_crop_74,0.75
758_74_0050_2013_crop_75,0.25
758_74_0050_2013_crop_123,0.0
758_74_0050_2013_crop_124,0.0
758_74_0050_2013_negcrop_0,0.0
758_74_0050_2013_negcrop_1,0.0
758_74_0050_2013_negcrop_2,0.0
758_74_0050_2013_negcrop_3,0.0
758_74_0050_2013_crop_74_aug,0.75
758_74_0050_2013_crop_75_aug,0.25
758_74_0050_2013_crop_123_aug,0.0
758_74_0050_2013_crop_124_aug,0.0
758_73_7550_2013_crop_13,1.0
758_73_7550_2013_crop_24,8.5
758_73_7550_2013_crop_25,18.25
758_73_7550_2013_crop_36,0.5
758_73_7550_2013_crop_37,15.5
758_73_7550_2013_crop_38,6.75
758_73_7550_2013_crop_43,2.0
758_73_7550_2013_crop_49,18.0
758_73_7550_2013_crop_50,22.25
758_73_7550_2013_crop_62,15.25
758_73_7550_2013_crop_65,0.75
758_73_7550_2013_crop_71,1.75
758_73_7550_2013_crop_74,1.5
758_73_7550_2013_crop_78,1.25
758_73_7550_2013_crop_83,0.75
758_73_7550_2013_crop_95,1.0
758_73_7550_2013_crop_98,0.0
758_73_7550_2013_crop_112,0.25
758_73_7550_2013_crop_123,0.5
758_73_7550_2013_crop_124,7.0
758_73_7550_2013_negcrop_0,0.0
758_73_7550_2013_negcrop_1,0.0
758_73_7550_2013_negcrop_2,0.0
758_73_7550_2013_negcrop_3,0.0
758_73_7550_2013_negcrop_4,0.0
758_73_7550_2013_negcrop_5,0.0
758_73_7550_2013_negcrop_6,0.0
758_73_7550_2013_negcrop_7,0.0
758_73_7550_2013_negcrop_8,0.0
758_73_7550_2013_negcrop_9,0.0
758_73_7550_2013_negcrop_10,0.0
758_73_7550_2013_negcrop_11,0.0
758_73_7550_2013_negcrop_12,0.0
758_73_7550_2013_negcrop_13,0.0
758_73_7550_2013_negcrop_14,0.0
758_73_7550_2013_negcrop_15,0.0
758_73_7550_2013_negcrop_16,0.0
758_73_7550_2013_negcrop_17,0.0
758_73_7550_2013_negcrop_18,0.0
758_73_7550_2013_negcrop_19,0.0
758_73_7550_2013_crop_13_aug,1.0
758_73_7550_2013_crop_24_aug,8.5
758_73_7550_2013_crop_25_aug,18.25
758_73_7550_2013_crop_36_aug,0.5
758_73_7550_2013_crop_37_aug,15.5
758_73_7550_2013_crop_38_aug,6.75
758_73_7550_2013_crop_43_aug,2.0
758_73_7550_2013_crop_49_aug,18.0
758_73_7550_2013_crop_50_aug,22.25
758_73_7550_2013_crop_62_aug,15.25
758_73_7550_2013_crop_65_aug,0.75
758_73_7550_2013_crop_71_aug,1.75
758_73_7550_2013_crop_74_aug,1.5
758_73_7550_2013_crop_78_aug,1.25
758_73_7550_2013_crop_83_aug,0.75
758_73_7550_2013_crop_95_aug,1.0
758_73_7550_2013_crop_98_aug,0.0
758_73_7550_2013_crop_112_aug,0.25
758_73_7550_2013_crop_123_aug,0.5
758_73_7550_2013_crop_124_aug,7.0
763_72_2500_2018_crop_11,5.0
763_72_2500_2018_crop_24,1.5
763_72_2500_2018_crop_36,0.0
763_72_2500_2018_crop_49,0.0
763_72_2500_2018_crop_58,0.0
763_72_2500_2018_crop_59,0.0
763_72_2500_2018_crop_69,0.0
763_72_2500_2018_crop_70,9.5
763_72_2500_2018_crop_78,0.75
763_72_2500_2018_crop_79,11.75
763_72_2500_2018_crop_80,0.0
763_72_2500_2018_crop_81,0.0
763_72_2500_2018_crop_89,1.75
763_72_2500_2018_crop_90,0.25
763_72_2500_2018_crop_93,0.0
763_72_2500_2018_crop_101,5.0
763_72_2500_2018_crop_102,1.5
763_72_2500_2018_crop_113,7.5
763_72_2500_2018_crop_114,0.25
763_72_2500_2018_crop_124,7.5
763_72_2500_2018_crop_125,2.5
763_72_2500_2018_negcrop_0,0.0
763_72_2500_2018_negcrop_1,0.0
763_72_2500_2018_negcrop_2,0.0
763_72_2500_2018_negcrop_3,0.0
763_72_2500_2018_negcrop_4,0.0
763_72_2500_2018_negcrop_5,0.0
763_72_2500_2018_negcrop_6,0.0
763_72_2500_2018_negcrop_7,0.0
763_72_2500_2018_negcrop_8,0.0
763_72_2500_2018_negcrop_9,0.0
763_72_2500_2018_negcrop_10,0.0
763_72_2500_2018_negcrop_11,0.0
763_72_2500_2018_negcrop_12,0.0
763_72_2500_2018_negcrop_13,0.0
763_72_2500_2018_negcrop_14,0.0
763_72_2500_2018_negcrop_15,0.0
763_72_2500_2018_negcrop_16,0.0
763_72_2500_2018_negcrop_17,0.0
763_72_2500_2018_negcrop_18,0.0
763_72_2500_2018_negcrop_19,0.0
763_72_2500_2018_negcrop_20,0.0
763_72_2500_2018_crop_11_aug,5.0
763_72_2500_2018_crop_24_aug,1.5
763_72_2500_2018_crop_36_aug,0.0
763_72_2500_2018_crop_49_aug,0.0
763_72_2500_2018_crop_58_aug,0.0
763_72_2500_2018_crop_59_aug,0.0
763_72_2500_2018_crop_69_aug,0.0
763_72_2500_2018_crop_70_aug,9.5
763_72_2500_2018_crop_78_aug,0.75
763_72_2500_2018_crop_79_aug,11.75
763_72_2500_2018_crop_80_aug,0.0
763_72_2500_2018_crop_81_aug,0.0
763_72_2500_2018_crop_89_aug,1.75
763_72_2500_2018_crop_90_aug,0.25
763_72_2500_2018_crop_93_aug,0.0
763_72_2500_2018_crop_101_aug,5.0
763_72_2500_2018_crop_102_aug,1.5
763_72_2500_2018_crop_113_aug,7.5
763_72_2500_2018_crop_114_aug,0.25
763_72_2500_2018_crop_124_aug,7.5
763_72_2500_2018_crop_125_aug,2.5
765_72_0075_2016_crop_134,1.0
765_72_0075_2016_crop_135,4.0
765_72_0075_2016_negcrop_0,0.0
765_72_0075_2016_negcrop_1,0.0
765_72_0075_2016_crop_134_aug,1.0
765_72_0075_2016_crop_135_aug,4.0
758_73_0050_2013_crop_35,0.75
758_73_0050_2013_crop_36,0.0
758_73_0050_2013_crop_37,0.0
758_73_0050_2013_crop_47,1.25
758_73_0050_2013_crop_58,0.5
758_73_0050_2013_crop_59,4.25
758_73_0050_2013_crop_71,1.5
758_73_0050_2013_crop_72,0.0
758_73_0050_2013_crop_82,0.75
758_73_0050_2013_crop_83,3.0
758_73_0050_2013_crop_91,1.25
758_73_0050_2013_crop_92,1.0
758_73_0050_2013_crop_94,7.5
758_73_0050_2013_crop_95,3.25
758_73_0050_2013_crop_103,2.75
758_73_0050_2013_crop_105,5.25
758_73_0050_2013_crop_107,1.5
758_73_0050_2013_crop_115,0.5
758_73_0050_2013_crop_117,0.25
758_73_0050_2013_crop_119,2.0
758_73_0050_2013_crop_121,0.0
758_73_0050_2013_crop_123,0.0
758_73_0050_2013_crop_131,3.0
758_73_0050_2013_crop_132,0.75
758_73_0050_2013_crop_133,4.0
758_73_0050_2013_crop_134,8.25
758_73_0050_2013_crop_135,2.75
758_73_0050_2013_crop_137,3.0
758_73_0050_2013_crop_140,0.0
758_73_0050_2013_crop_141,0.0
758_73_0050_2013_crop_142,0.0
758_73_0050_2013_negcrop_0,0.0
758_73_0050_2013_negcrop_1,0.0
758_73_0050_2013_negcrop_2,0.0
758_73_0050_2013_negcrop_3,0.0
758_73_0050_2013_negcrop_4,0.0
758_73_0050_2013_negcrop_5,0.0
758_73_0050_2013_negcrop_6,0.0
758_73_0050_2013_negcrop_7,0.0
758_73_0050_2013_negcrop_8,0.0
758_73_0050_2013_negcrop_9,0.0
758_73_0050_2013_negcrop_10,0.0
758_73_0050_2013_negcrop_11,0.0
758_73_0050_2013_negcrop_12,0.0
758_73_0050_2013_negcrop_13,0.0
758_73_0050_2013_negcrop_14,0.0
758_73_0050_2013_negcrop_15,0.0
758_73_0050_2013_negcrop_16,0.0
758_73_0050_2013_negcrop_17,0.0
758_73_0050_2013_negcrop_18,0.0
758_73_0050_2013_negcrop_19,0.0
758_73_0050_2013_negcrop_20,0.0
758_73_0050_2013_negcrop_21,0.0
758_73_0050_2013_negcrop_22,0.0
758_73_0050_2013_negcrop_23,0.0
758_73_0050_2013_negcrop_24,0.0
758_73_0050_2013_negcrop_25,0.0
758_73_0050_2013_negcrop_26,0.0
758_73_0050_2013_negcrop_27,0.0
758_73_0050_2013_negcrop_28,0.0
758_73_0050_2013_negcrop_29,0.0
758_73_0050_2013_negcrop_30,0.0
758_73_0050_2013_crop_35_aug,0.75
758_73_0050_2013_crop_36_aug,0.0
758_73_0050_2013_crop_37_aug,0.0
758_73_0050_2013_crop_47_aug,1.25
758_73_0050_2013_crop_58_aug,0.5
758_73_0050_2013_crop_59_aug,4.25
758_73_0050_2013_crop_71_aug,1.5
758_73_0050_2013_crop_72_aug,0.0
758_73_0050_2013_crop_82_aug,0.75
758_73_0050_2013_crop_83_aug,3.0
758_73_0050_2013_crop_91_aug,1.25
758_73_0050_2013_crop_92_aug,1.0
758_73_0050_2013_crop_94_aug,7.5
758_73_0050_2013_crop_95_aug,3.25
758_73_0050_2013_crop_103_aug,2.75
758_73_0050_2013_crop_105_aug,5.25
758_73_0050_2013_crop_107_aug,1.5
758_73_0050_2013_crop_115_aug,0.5
758_73_0050_2013_crop_117_aug,0.25
758_73_0050_2013_crop_119_aug,2.0
758_73_0050_2013_crop_121_aug,0.0
758_73_0050_2013_crop_123_aug,0.0
758_73_0050_2013_crop_131_aug,3.0
758_73_0050_2013_crop_132_aug,0.75
758_73_0050_2013_crop_133_aug,4.0
758_73_0050_2013_crop_134_aug,8.25
758_73_0050_2013_crop_135_aug,2.75
758_73_0050_2013_crop_137_aug,3.0
758_73_0050_2013_crop_140_aug,0.0
758_73_0050_2013_crop_141_aug,0.0
758_73_0050_2013_crop_142_aug,0.0
763_74_7550_2018_crop_98,16.75
763_74_7550_2018_crop_99,11.5
763_74_7550_2018_crop_100,3.25
763_74_7550_2018_crop_110,33.5
763_74_7550_2018_crop_111,26.75
763_74_7550_2018_crop_112,6.25
763_74_7550_2018_crop_113,7.75
763_74_7550_2018_crop_122,11.0
763_74_7550_2018_negcrop_0,0.0
763_74_7550_2018_negcrop_1,0.0
763_74_7550_2018_negcrop_2,0.0
763_74_7550_2018_negcrop_3,0.0
763_74_7550_2018_negcrop_4,0.0
763_74_7550_2018_negcrop_5,0.0
763_74_7550_2018_negcrop_6,0.0
763_74_7550_2018_negcrop_7,0.0
763_74_7550_2018_crop_98_aug,16.75
763_74_7550_2018_crop_99_aug,11.5
763_74_7550_2018_crop_100_aug,3.25
763_74_7550_2018_crop_110_aug,33.5
763_74_7550_2018_crop_111_aug,26.75
763_74_7550_2018_crop_112_aug,6.25
763_74_7550_2018_crop_113_aug,7.75
763_74_7550_2018_crop_122_aug,11.0
764_74_5025_2018_crop_68,3.75
764_74_5025_2018_crop_69,10.0
764_74_5025_2018_crop_71,2.25
764_74_5025_2018_crop_79,11.0
764_74_5025_2018_crop_80,12.0
764_74_5025_2018_crop_89,1.0
764_74_5025_2018_crop_90,2.0
764_74_5025_2018_crop_91,12.5
764_74_5025_2018_crop_92,2.75
764_74_5025_2018_crop_98,1.5
764_74_5025_2018_crop_100,4.75
764_74_5025_2018_crop_101,6.75
764_74_5025_2018_crop_112,3.0
764_74_5025_2018_crop_114,6.25
764_74_5025_2018_crop_126,0.25
764_74_5025_2018_crop_127,0.75
764_74_5025_2018_crop_128,4.5
764_74_5025_2018_crop_132,24.25
764_74_5025_2018_crop_140,1.0
764_74_5025_2018_negcrop_0,0.0
764_74_5025_2018_negcrop_1,0.0
764_74_5025_2018_negcrop_2,0.0
764_74_5025_2018_negcrop_3,0.0
764_74_5025_2018_negcrop_4,0.0
764_74_5025_2018_negcrop_5,0.0
764_74_5025_2018_negcrop_6,0.0
764_74_5025_2018_negcrop_7,0.0
764_74_5025_2018_negcrop_8,0.0
764_74_5025_2018_negcrop_9,0.0
764_74_5025_2018_negcrop_10,0.0
764_74_5025_2018_negcrop_11,0.0
764_74_5025_2018_negcrop_12,0.0
764_74_5025_2018_negcrop_13,0.0
764_74_5025_2018_negcrop_14,0.0
764_74_5025_2018_negcrop_15,0.0
764_74_5025_2018_negcrop_16,0.0
764_74_5025_2018_negcrop_17,0.0
764_74_5025_2018_negcrop_18,0.0
764_74_5025_2018_crop_68_aug,3.75
764_74_5025_2018_crop_69_aug,10.0
764_74_5025_2018_crop_71_aug,2.25
764_74_5025_2018_crop_79_aug,11.0
764_74_5025_2018_crop_80_aug,12.0
764_74_5025_2018_crop_89_aug,1.0
764_74_5025_2018_crop_90_aug,2.0
764_74_5025_2018_crop_91_aug,12.5
764_74_5025_2018_crop_92_aug,2.75
764_74_5025_2018_crop_98_aug,1.5
764_74_5025_2018_crop_100_aug,4.75
764_74_5025_2018_crop_101_aug,6.75
764_74_5025_2018_crop_112_aug,3.0
764_74_5025_2018_crop_114_aug,6.25
764_74_5025_2018_crop_126_aug,0.25
764_74_5025_2018_crop_127_aug,0.75
764_74_5025_2018_crop_128_aug,4.5
764_74_5025_2018_crop_132_aug,24.25
764_74_5025_2018_crop_140_aug,1.0
761_74_7575_2018_crop_47,5.5
761_74_7575_2018_crop_56,14.5
761_74_7575_2018_crop_57,4.5
761_74_7575_2018_crop_59,1.0
761_74_7575_2018_crop_71,2.5
761_74_7575_2018_crop_107,0.0
761_74_7575_2018_crop_119,0.0
761_74_7575_2018_crop_129,1.0
761_74_7575_2018_crop_130,0.0
761_74_7575_2018_negcrop_0,0.0
761_74_7575_2018_negcrop_1,0.0
761_74_7575_2018_negcrop_2,0.0
761_74_7575_2018_negcrop_3,0.0
761_74_7575_2018_negcrop_4,0.0
761_74_7575_2018_negcrop_5,0.0
761_74_7575_2018_negcrop_6,0.0
